ID,samplegroup,qzip,CD,l,q1,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2aHaveSum,q2bOwnSum,q2ba_1,q2ba_2,q2ba_3,q2ba_4,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bc_1,q2bc_2,q2bc_3,q2bc_4,q2bd_1,q2bd_2,q2bd_3,q2bd_4,q2be_1,q2be_2,q2be_3,q2be_4,q2bf_1,q2bf_2,q2bf_3,q2bf_4,q3,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q4_7_other,q5aa_1,q5ab_1,q5ac_1,q5ad_1,q5ae_1,q5aa_2,q5aa_3,q5aa_4,q5ab_2,q5ab_3,q5ab_4,q5ac_2,q5ac_3,q5ac_4,q5ad_2,q5ad_3,q5ae_2,q5ae_3,q5ae_4,q5_TotSum,q5b_IndivSum,q5c_BundleSum,q5aSum,q5bSum,q5cSum,q5dSum,q5eSum,q5_TotSumR,q5b_IndivSumR,q5c_BundleSumR,q5aSumR,q5bSumR,q5cSumR,q5dSumR,q5eSumR,q5ba_1,q5bb_1,q5bc_1,q5bd_1,q5be_1,q5ca_1,q5cb_1,q5cc_1,q5cd_1,q5ce_1,q5ba_1R,q5bb_1R,q5bc_1R,q5bd_1R,q5be_1R,q5ca_1R,q5cb_1R,q5cc_1R,q5cd_1R,q5ce_1R,q5_other,q6,q7,q8,q8_5_other,q9_1,q9_2,q9_3,q9_4,q9_5,q10a_1,q10a_2,q10a_3,q10a_4,q10a_5,q10a_6,q10b_1,q10b_2,q10b_3,q10b_4,q10b_5,q10b_6,q10b_7,q10c_1,q10c_2,q10c_3,q10c_4,q10c_5,q10c_6,q10c_7,Q10d_1,Q10d_2,Q10d_3,Q10d_4,Q10d_6,q11a_1,q11a_2,q11a_3,q11a_4,q11a_5,q11a_6,q11a_7,q11a_8,q11a_9,q11a_10,q11a_11,q11b_1,q11b_2,q11b_3,q11b_4,q11b_5,q11b_6,q11b_7,q11b_8,q11b_9,q11b_10,q11b_11,q11b_12,q11c_1,q11c_2,q11c_3,q11c_4,q11c_5,q11c_6,q11c_7,q11c_8,q11c_9,q11c_10,q11c_11,q11c_12,Q11d_1,Q11d_2,Q11d_3,Q11d_4,Q11d_5,Q11d_6,Q11d_7,Q11d_8,Q11d_9,Q11d_10,q12a_1,q12a_2,q12a_3,q12b_4,q12b_5,Q12AWARECOUNT,Q12USECOUNT,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,Q14count,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q15_8,q15_9,q15_8_other,q16a_1,q16a_2,q16a_3,q16a_4,q16a_5,q16a_6,q16a_7,q16a_8,q16b_9,q16b_10,q16b_11,q16b_12,q16b_13,q16b_14,q16b_15,q16c_16,q16c_17,q16c_18,q16c_19,q16c_20,q16c_21,q16c_22,q17ad_1_1,q17ad_1_2,q17ad_1_3,q17ad_1_4,q17ad_1_5,q17ad_1_6,q17ad_2_7,q17ad_2_8,q17ad_2_9,q17ad_2_10,q17ad_2_11,q17ad_2_12,q17bd_1_1,q17bd_1_2,q17bd_1_3,q17bd_1_4,q17bd_1_5,q17bd_1_6,q17bd_2_7,q17bd_2_8,q17bd_2_9,q17bd_2_10,q17bd_2_11,q17bd_2_12,q18,q19a_1,q19a_2,q19a_3,q19a_4,q19a_5,q19b_6,q19b_7,q19b_8,q19b_9,q20,q21a_1,q21a_2,q21a_3,q21a_4,q21a_5,q21b_6,q21b_7,q21b_8,q21b_9,q21a_1R,q21a_2R,q21a_3R,q21a_4R,q21a_5R,q21b_6R,q21b_7R,q21b_8R,q21b_9R,q22_1,q22_2,q22_1R,q22_2R,q23_1,q23_2,q24,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8,q25_9,q25_10,q25_11,q25_12,q25_13,q25_97_other,q26a,q26b_1,q26b_2,q26b_3,q26b_4,q26b_5,q26b_6,q26b_7,q26b_8,q26b_9,q26b_10,q26c_2,q26c_3,q26c_4,q26c_5,q26c_6,q26c_7,q26c_8,q26c_9,q26c_10,Q27a,q27a_1,q27a_2,q27a_3,q27a_4,q27a_5,q27a_6,q27ba_1,q27ba_2,q27ba_3,q27ba_4,q27ba_5,q27bb_1,q27bb_2,q27bb_3,q27bb_4,q27bc_1,q27bc_2,q27bc_3,q27bc_4,q27bd_1,q27bd_2,q27bd_3,q27bd_4,q27be_1,q27be_2,q27be_3,q27be_4,q27bf_1,q27bf_2,q27bf_3,q27bf_4,Q27b_SPS,Q27b_OthPub,Q27b_Priv,Q27b_HmSch,SPSonly,nonSPSonly,BothSchl,Gender,q28_1,q28_2,q28_3,q28_4,HHSize,q29,POV,POV135,POV400,q30,q30R,q31,ethnicity,q32_1,q32_2,q32_3,q32_4,q32_5,q32_6,q32_7,q32_8,q32_7_other,q33,q33_6_other,q34a,q34b,q35_1,q35_2,q35_3,q35_4,q35_5,q35_6,q35_7,q35_8,q35_9,q35_10,q35_10_other,q36,q36_10_other,q37_1,q37_2,q37_3,q37_4,q37_5,q37_6,q38,CensusTract,q6R,q20R,Age_range2,Age_range3,Age2_range2,Age2_range3,Age3_range2,Age3_range3,Age4_range2,Age4_range3,Age5_range2,Age5_range3,Age6_range2,Age6_range3,Age_range,Age2_range,Age3_range,Age4_range,Age5_range,Age6_range,HHage1,HHage2,HHage3,HHage4,Age_range5,EDUC,INCOME,SHA,KIDS,Weight_HH,Weight_indiv,centurylinkinternet,waveinternet,comcastinternet,cellularinternet,otherinternet,Segment,internetincomepercent100,internetincomepercentcat,Q5_indiv,Q5_bundle,Q5_free,q16summarygroups,q17countR,any_broadband_subscription,fixed_broadband_subscription,both_fixed_broadband_and_cell_data_plan,only_fixed_broadband_subscription,have_data_cell_plan,only_data_cell_plan,free_access_net,free_access_and_paid_subscription,other_access,without_internet_subscription,free_access_and_no_paid_sub,no_internet_access,unknown_service,no_response
1617,1,98109,7,9,1,1,2,3,4,0,0,,4,4,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,4,3,4,,,,,,,,,0,0,1,1,0,0,,,,,,4,,,3,,,,,115,60,55,0,,55,60,,8,6,6,0,,6,6,,0,,,60,,,,55,,,0,,,6,,,,6,,,,1,2,2,,3,,,,,1,3,4,,,,1,2,3,,,,,8,,,,,,,2,2,2,2,1,1,4,8,9,10,,,,,,,1,2,0,0,0,,,,,,,,12,,,,,,,,,,,,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,0,0,3,7,,,,,,,,1,2,5,,,,3,0,,,,,,,,,,1,3,5,1,2,2,3,2,1,1,3,1,3,4,1,3,1,1,1,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,1,1,1,1,2,1,2,2,2,4,3,3,2,2,2,4,4,4,2,3,3,4,4,4,3,3,3,3,3,4,2,3,5,6,7,10,,,,,,,,,,2,54,50,,,,,,,,,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,6,0,0,1,20,4,2,1,1,,,,,,,,,1,,2,5,2,3,,,,,,,,,,1,,6,,,,,,3,6000,5,5,4,4,4,3,,,,,,,,,2,2,,,,,,1,,,7,2,2,2,2,2.6826165,3.287077,0,0,1,1,0,5,4.38,4,1,1,0,5,120,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1618,4,98122,3,9,1,1,2,3,4,5,6,,6,5,1,,,,2,,,,1,,,,1,,,,1,,,,1,,,,3,1,,,,,,,,,,1,0,0,0,0,4,,,,,,,,,,,,,,145,0,145,145,,,,,9,0,9,9,,,,,0,,,,,145,,,,,0,,,,,9,,,,,,2,3,4,,2,,,,,2,3,6,,,,1,2,3,6,,,,4,6,,,,,,2,2,2,2,2,1,2,8,0,,,,,,,,1,2,8,9,0,,,,,,,,1,3,,,,,,,,,,,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,0,0,9,,,,,,,,,6,0,,,,,0,0,,,,,,,,,,4,4,4,1,2,2,2,1,1,1,3,4,2,4,2,4,2,5,2,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,3,2,3,1,2,2,2,4,2,5,2,4,5,4,4,4,2,4,1,4,2,1,2,3,4,3,3,5,2,98,0,0,0,,,,,,,,,,,3,40,40,21,,,,,,,,1,5,,,,,,,,2,1,1,0,0,0,0,3,,,,,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,2,2,,,,5,14,0,0,0,9,3,2,1,1,,,,,,,,,1,,1,0,1,,,,,,,,,,,1,,6,,,,,,5,0,4,5,3,3,3,3,1,1,,,,,,,2,2,1,,,,1,1,,,5,3,7,2,1,0.7209868,0.4701489,1,0,0,0,0,6,0.87,1,0,1,0,4,120,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1551,1,98117,6,9,1,2,3,4,5,0,0,,4,3,0,,,,1,2,,,2,,,,1,,,,1,,,,0,,,,3,3,4,,,,,,,,,0,0,1,1,0,0,,,,,,3,,,3,,,,,405,405,,0,,160,245,,11,11,,0,,10,11,,0,,160,245,,,,,,,0,,10,11,,,,,,,,2,99,2,,1,,,,,2,3,4,,,,8,,,,,,,8,,,,,,,1,2,2,2,1,1,2,7,8,9,,,,,,,12,0,0,0,0,,,,,,,,12,,,,,,,,,,,,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,0,0,9,,,,,,,,,1,2,5,,,,3,0,,,,,,,,,,1,5,0,1,1,1,1,1,1,1,1,4,3,3,1,3,3,5,3,5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,2,3,1,1,3,3,3,2,5,4,4,4,5,3,3,3,4,1,2,2,2,2,3,4,3,3,4,1,5,6,7,8,,,,,,,,,,,1,59,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,1,12,0,0,0,59,5,2,1,1,,,,,,,,,1,,1,0,1,,,,,,,,,,,1,,6,,,,,,3,2900,4,5,4,4,,,,,,,,,,,3,,,,,,,,1,,8,2,5,2,2,1.3111355,1.4901822,0,0,1,1,0,7,3.89,3,2,0,0,4,120,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1552,3,98125,5,,1,0,2,3,4,5,0,,4,4,7,,,,1,,,,1,,,,1,,,,1,,,,7,,,,3,3,,,,,,,,,,0,0,1,0,,0,,,,,,3,,,,,,,,10,10,,0,,10,,,2,2,,0,,2,,,0,,10,,,,,,,,0,,2,,,,,,,,,1,1,98,,3,,,,,3,,,,,,0,,,,,,,3,4,,,,,,1,1,2,2,1,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,1,1,0,,,,,,,,,0,0,,,,,0,9,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.79,0,0,,,,,,,,,0,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,,0,0,,,,2.79,0,0,0,0,99,9,0,8,0,,,,,,,,,0,,0,0,0,,,,,,,,,,,0,,0,,,,,,0,100,5,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0.001,0.001,0,0,1,0,0,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1544,1,98121,7,,1,0,2,3,4,0,0,,3,3,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,3,4,5,6,,,,,,,0,0,1,1,,0,,,,,,4,,,3,,,,,300,110,190,0,,190,110,,11,8,10,0,,10,8,,0,,0,110,,,,190,0,,0,,99,8,,,,10,99,,,2,99,2,,1,,,,,2,3,4,,,,1,3,4,,,,,0,,,,,,,2,2,2,2,1,1,4,8,9,,,,,,,,1,8,9,0,0,,,,,,,,0,,,,,,,,,,,,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,0,0,7,,,,,,,,,1,2,5,,,,3,9,,,,,,,,,,3,4,0,1,0,3,0,1,3,2,2,0,0,0,1,0,0,0,3,3,0,0,2,2,2,2,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,2,2,2,3,3,1,3,3,1,1,3,3,2,2,4,2,2,2,2,2,4,4,4,2,4,4,4,4,4,2,2,3,4,3,3,3,2,1,4,5,9,10,,,,,,,,,,2,70,69,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,2,13,0,0,0,2,1,2,1,1,,,,,,,,,2,,2,6,6,,,,,,,,,,,1,,0,,,,,,7,8001,4,3,6,4,5,4,,,,,,,,,4,4,,,,,,,,1,11,3,6,2,2,2.2668035,0.6168695,0,0,1,1,0,4,2.06,3,1,1,0,1,40,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1545,3,98103,6,,1,0,2,0,0,0,0,,1,1,0,,,,1,,,,0,,,,0,,,,0,,,,0,,,,2,1,,,,,,,,,,1,0,0,0,,4,,,,,,,,,,,,,,84,0,84,84,,,,,7,0,7,7,,,,,0,,,,,84,,,,,0,,,,,7,,,,,,2,1,1,,5,,,,,2,,,,,,0,,,,,,,0,,,,,,,1,2,1,1,1,1,0,0,0,,,,,,,,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,9,,,,,,,,,1,2,5,,,,3,9,,,,,,,,,,4,5,5,1,4,5,5,1,1,5,4,5,5,4,1,4,5,5,5,5,5,5,2,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,1,2,2,2,2,2,2,1,4,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,2,4,4,3,3,4,4,3,4,4,3,3,3,3,4,4,1,1,3,5,0,,,,,,,,,,,1,69,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,1,1,39,5,2,1,1,,,,,,,,,2,,2,5,6,9,,,,,,,,,,1,,6,,,,,,4,4900,4,4,5,4,,,,,,,,,,,4,,,,,,,,,1,10,2,1,1,2,0.3290709,1.2182199,1,0,0,0,0,3,8.4,6,0,1,0,1,70,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1657,1,98116,1,,1,0,2,3,0,0,0,,2,2,7,,,,1,2,,,1,,,,7,,,,7,,,,7,,,,2,3,4,,,,,,,,,0,0,1,1,,0,,,,,,3,,,3,,,,,212,212,0,0,,67,145,,11,11,99,0,,6,9,,0,,67,145,,,,0,0,,0,,6,9,,,,99,99,,,1,3,2,,1,,,,,1,2,3,,,,1,2,3,,,,,0,,,,,,,2,2,2,1,1,1,2,7,8,9,,,,,,,1,2,7,8,9,,,,,,,,0,,,,,,,,,,,,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,0,0,9,,,,,,,,,1,2,3,4,5,,5,9,,,,,,,,,,4,5,5,1,1,2,5,2,1,1,2,5,4,4,1,2,1,5,1,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,2,2,3,2,3,1,1,3,2,5,2,3,2,4,2,5,3,4,1,4,3,4,2,4,2,3,4,3,4,4,2,5,6,8,10,,,,,,,,,,,2,0,0,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,13,0,0,0,11,4,2,1,1,,,,,,,,,1,,1,0,1,,,,,,,,,,,1,,6,,,,,,7,9702,5,5,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,2,1.1346191,0.001,0,0,1,1,0,8,1.45,2,2,0,0,3,120,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1658,1,98136,1,,1,1,2,3,4,0,6,,5,5,1,,,,1,,,,1,,,,1,,,,0,,,,1,,,,2,3,4,,,,,,,,,0,0,1,1,,0,,,,,,4,,,3,,,,,261,81,180,0,,180,81,,11,7,10,0,,10,7,,0,,0,81,,,,180,0,,0,,99,7,,,,10,99,,,2,2,2,,1,,,,,2,3,6,,,,2,3,6,,,,,0,,,,,,,1,2,2,1,2,1,2,3,4,5,6,7,8,9,,,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,,,,,,,,,1,2,3,5,,,4,9,,,,,,,,,,1,3,2,1,2,2,3,2,3,3,2,3,1,4,3,3,1,5,1,1,1,3,2,2,2,2,2,2,2,3,3,2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,3,3,3,3,3,3,3,2,2,3,1,2,2,2,3,3,3,2,1,2,4,4,4,3,3,3,4,5,4,4,5,2,1,3,2,1,1,9,10,0,,,,,,,,,,,2,38,41,,,,,,,,,1,,,,,,,,,1,1,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,,2,2,,,,3,12,0,0,0,5,2,2,1,1,,,,,,,,,2,,1,0,1,,,,,,,,,,,1,,6,,,,,,7,11600,4,5,2,3,3,3,,,,,,,,,2,2,,,,,,1,,,4,3,5,2,1,0.8864063,0.5560212,0,0,1,1,0,6,2.51,3,1,1,0,5,100,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1563,3,98125,5,,1,7,0,0,0,0,0,,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,7,8,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,0,,,,,0,0,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,8,98,99,,5,,,,,0,,,,,,0,,,,,,,0,,,,,,,1,1,1,1,1,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,4,,,,,,,,1,2,,,,,2,9,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,5,5,4,5,3,4,1,2,3,4,1,2,1,3,2,5,4,3,2,2,2,4,4,5,5,2,98,0,0,0,,,,,,,,,,,1,62,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,1,1,1,1,1,40,5,3,1,1,,,,,,,,,2,,2,7,6,9,,,,,,,,,,1,,4,5,,,,,3,12,8,1,5,4,,,,,,,,,,,3,,,,,,,,1,,9,2,1,1,2,0.0122414,0.001,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,1,98115,6,9,1,1,2,3,4,5,0,,5,5,1,,,,1,2,,,1,,,,1,,,,1,,,,0,,,,1,2,4,,,,,,,,,0,1,0,1,0,0,,,3,,,,,,3,,,,,90,90,,0,60,,30,,7,7,,0,6,,4,,0,60,,30,,,,,,,0,6,,4,,,,,,,,1,4,2,,0,,,,,1,2,3,4,,,8,,,,,,,8,,,,,,,2,2,2,2,1,1,0,0,0,,,,,,,,12,0,0,0,0,,,,,,,,12,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9,,,,,,,,,1,2,3,5,,,4,0,,,,,,,,,,1,3,1,1,2,2,1,1,1,4,3,2,2,2,2,3,1,2,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,2,2,1,1,4,1,5,1,5,2,5,4,5,2,5,1,5,1,4,1,2,2,3,4,3,3,5,2,2,10,0,0,,,,,,,,,,,1,28,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,12,0,0,0,5,2,1,6,1,,,,,,,,,2,,2,6,4,,,,,,,,,,,1,,6,,,,,,3,3600,5,5,1,2,,,,,,,,,,,1,,,,,,1,,,,2,2,5,2,2,1.3111355,4.3614924,0,1,0,1,0,8,0.86,1,2,0,0,5,120,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1558,1,98105,4,9,1,1,2,3,4,5,6,,6,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,3,,,,,,,,,,0,0,1,0,0,0,,,,,,3,,,,,,,,60,60,,0,,60,,,6,6,,0,,6,,,0,,60,,,,,,,,0,,6,,,,,,,,,3,3,1,,1,,,,,1,2,3,4,6,,1,2,3,4,6,,,8,,,,,,,2,2,2,2,2,1,2,3,7,8,9,,,,,,1,2,3,4,5,7,8,9,10,,,,12,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,0,0,9,,,,,,,,,1,2,3,5,,,4,0,,,,,,,,,,2,5,1,1,1,2,4,1,1,1,3,2,2,5,1,1,1,5,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,1,3,3,3,3,1,1,4,1,5,1,5,1,5,4,5,2,5,1,5,1,5,1,2,1,1,5,5,3,5,2,2,0,0,0,,,,,,,,,,,3,22,23,23,,,,,,,,4,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,3,10,0,0,1,5,2,2,3,3,,,,,,,,,2,,2,5,1,,,,,,,,,,,1,,6,,,,,,5,5200,3,5,1,2,1,2,1,2,,,,,,,1,1,1,,,,1,,,,1,3,3,2,2,1.7368001,3.9745152,0,0,1,0,0,6,1.15,2,1,0,0,5,120,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1559,1,98109,7,,1,1,2,3,4,5,0,,5,5,1,,,,1,,,,1,,,,1,,,,1,,,,7,,,,2,3,,,,,,,,,,0,0,1,0,,0,,,,,,4,,,,,,,,200,0,200,0,,200,,,11,99,11,0,,11,,,0,,0,,,,,200,,,0,,99,,,,,11,,,,2,3,2,,2,,,,,1,2,3,4,,,1,2,3,4,,,,0,,,,,,,2,2,2,2,1,1,7,8,10,,,,,,,,1,7,8,10,0,,,,,,,,0,,,,,,,,,,,,2,1,1,1,1,1,2,2,1,2,2,0,0,0,0,1,0,0,,,,,,,,,1,2,3,5,,,4,9,,,,,,,,,,1,3,5,1,3,2,5,5,3,5,4,5,5,5,1,4,5,5,5,5,5,5,2,4,2,2,4,2,4,0,2,1,2,2,1,2,1,1,2,1,2,0,0,3,0,0,4,3,3,3,3,3,2,3,1,3,2,2,2,2,3,3,3,1,3,3,4,4,4,3,3,3,5,3,3,2,3,4,3,3,4,1,5,9,0,0,,,,,,,,,,,2,65,69,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,2,11,0,0,0,45,5,2,1,1,,,,,,,,,1,,1,0,6,,,,,,,,,,,1,,6,,,,,,5,6700,4,4,5,4,5,4,,,,,,,,,4,4,,,,,,,,1,10,3,4,2,2,2.3192345,0.9036895,0,0,1,0,0,4,2.74,3,0,1,0,1,70,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1568,2,98122,3,9,1,2,3,6,0,0,0,,3,3,0,,,,1,,,,1,,,,0,,,,0,,,,1,,,,2,3,,,,,,,,,,0,0,1,0,0,0,,,,,,4,,,,,,,,90,0,90,0,,90,,,7,0,7,0,,7,,,0,,,,,,,90,,,0,,,,,,,7,,,,2,3,4,,2,,,,,2,3,6,,,,8,,,,,,,8,,,,,,,1,2,2,1,2,1,2,3,8,9,,,,,,,12,0,0,0,0,,,,,,,,12,,,,,,,,,,,,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,0,0,9,,,,,,,,,1,2,3,5,,,4,0,,,,,,,,,,3,4,1,1,1,2,1,1,1,1,3,4,2,3,1,3,1,5,1,3,2,4,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,4,3,3,2,3,1,1,2,2,2,1,1,2,1,4,1,3,2,4,2,5,4,5,2,5,3,4,2,4,2,2,4,4,4,4,1,2,5,6,8,10,,,,,,,,,,1,26,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,9,0,0,1,3,2,2,1,1,,,,,,,,,2,,2,7,7,,,,,,,,,,,1,,6,,,,,,7,8600,4,5,1,2,,,,,,,,,,,1,,,,,,1,,,,2,3,2,2,2,2.0755779,3.2845793,0,0,1,0,0,6,2.32,3,0,1,0,5,110,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1569,4,98115,5,9,1,1,2,3,4,6,0,,5,5,1,,,,1,2,,,1,,,,1,,,,0,,,,1,,,,1,3,,,,,,,,,,0,0,1,0,0,0,,,,,,4,,,,,,,,250,0,250,0,,250,,,11,0,11,0,,11,,,0,,,,,,,250,,,0,,,,,,,11,,,,1,4,4,,1,,,,,1,2,3,4,6,,2,3,4,6,,,,2,4,6,,,,,2,2,2,2,2,1,2,7,8,9,,,,,,,1,7,8,0,0,,,,,,,,1,,,,,,,,,,,,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,0,9,,,,,,,,,1,4,5,,,,3,0,,,,,,,,,,3,4,2,1,1,1,1,1,1,1,3,4,3,4,1,1,1,5,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,2,1,2,2,1,2,1,1,2,1,5,2,4,2,5,5,5,4,5,1,4,2,4,1,1,3,3,3,3,3,5,2,2,3,6,0,,,,,,,,,,,2,50,51,,,,,,,,,1,,,,,,,,,2,0,0,2,0,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,,1,0,0,0,1,0,,2,2,,,,4,14,0,0,0,18,4,2,1,1,,,,,,,,,1,,1,0,1,,,,,,,,,,,1,,6,,,,,,5,0,5,5,4,3,4,3,,,,,,,,,2,2,,,,,,1,,,7,3,7,2,1,0.0716553,0.2119752,0,0,1,0,0,6,1.5,2,0,1,0,5,120,1,1,0,1,0,0,0,0,0,0,0,0,0,0
